ComponentType,Currency,CurrencyAmount,Date
order,EUR,707,2016-01-30 12:22:31
invoice,GBP,656,2016-07-17 17:43:03
return,EUR,308,2016-08-16 00:47:10
return,EUR,519,2016-09-02 19:21:11
order,USD,458,2016-08-19 00:21:25
invoice,GBP,904,2016-11-29 19:46:21
return,USD,557,2016-12-15 07:25:53
return,GBP,237,2016-11-03 14:28:49
order,GBP,653,2016-01-23 01:59:54
invoice,USD,557,2016-07-16 08:45:34
return,USD,952,2016-01-08 00:26:06
order,GBP,196,2016-06-30 15:48:34
invoice,EUR,48,2016-03-23 07:39:24
order,GBP,698,2016-06-23 13:08:31
order,USD,486,2016-06-24 05:57:23
return,USD,732,2016-05-13 23:45:55
order,GBP,520,2016-12-12 19:11:39
order,GBP,821,2016-02-26 01:37:38
invoice,USD,711,2016-08-24 19:28:17
order,USD,903,2016-04-07 09:12:03
order,EUR,342,2016-11-01 11:56:59
invoice,USD,92,2016-05-29 05:17:18
return,USD,471,2016-02-16 21:57:54
return,USD,873,2016-03-21 01:06:50
order,GBP,110,2016-01-08 02:22:02
order,GBP,789,2016-01-07 23:28:43
order,USD,740,2016-02-20 22:58:31
return,USD,966,2016-08-07 06:02:16
return,USD,255,2016-03-15 09:20:22
order,USD,915,2016-03-05 19:29:48
return,EUR,204,2016-06-24 22:35:53
order,USD,459,2016-05-22 16:24:29
return,EUR,507,2016-02-09 20:16:18
invoice,EUR,747,2016-06-30 21:44:02
order,GBP,411,2016-11-22 11:15:09
order,EUR,141,2016-04-05 02:21:21
invoice,USD,960,2016-01-02 20:23:00
order,EUR,900,2016-11-02 20:47:50
order,GBP,617,2016-05-06 22:49:34
order,USD,578,2016-01-11 08:07:52
invoice,GBP,153,2016-12-27 12:52:30
order,EUR,928,2016-05-09 03:08:37
return,USD,480,2016-02-16 01:38:03
invoice,GBP,677,2016-01-23 21:17:50
return,USD,983,2016-01-10 17:02:31
invoice,USD,116,2016-07-03 10:36:52
order,EUR,660,2016-12-01 18:08:09
return,USD,416,2016-09-05 16:35:43
invoice,EUR,690,2016-10-08 04:57:41
return,EUR,23,2016-12-09 14:52:43
invoice,GBP,72,2016-05-04 09:01:44
return,EUR,463,2016-05-02 16:40:32
return,GBP,217,2016-10-31 22:33:33
invoice,GBP,953,2016-03-21 04:26:50
return,EUR,92,2016-07-16 17:24:17
return,USD,263,2016-09-09 21:19:27
order,GBP,921,2016-05-01 05:33:15
return,EUR,323,2016-04-20 05:30:27
invoice,EUR,688,2016-08-06 03:56:47
invoice,EUR,881,2016-09-23 23:32:17
return,EUR,726,2016-07-13 09:02:01
invoice,USD,743,2016-06-02 11:54:11
invoice,EUR,416,2016-10-02 09:04:33
order,EUR,293,2016-07-24 02:09:48
order,EUR,47,2016-11-05 22:54:18
invoice,USD,139,2016-07-06 16:32:56
invoice,USD,38,2016-01-30 14:09:00
order,GBP,56,2016-12-18 03:24:08
invoice,EUR,512,2016-01-20 14:22:31
order,USD,117,2016-09-20 11:38:38
return,USD,831,2016-10-21 19:51:25
order,USD,735,2016-10-01 04:05:08
order,GBP,414,2016-09-02 05:48:11
invoice,GBP,480,2016-02-23 13:16:50
invoice,GBP,962,2016-03-08 11:13:04
return,USD,939,2016-04-09 02:12:54
return,GBP,594,2016-02-28 07:36:26
invoice,EUR,860,2016-06-22 17:14:12
order,USD,291,2016-09-03 06:17:29
invoice,EUR,994,2016-02-27 21:26:25
invoice,EUR,849,2016-09-03 13:02:28
invoice,GBP,575,2016-01-17 14:58:21
return,USD,880,2016-04-24 03:18:41
return,EUR,795,2016-06-06 06:49:36
return,GBP,882,2016-10-19 09:59:04
invoice,EUR,622,2016-07-25 04:13:29
invoice,EUR,620,2016-03-23 06:41:21
invoice,USD,87,2016-09-02 15:11:39
invoice,EUR,109,2016-04-15 21:50:36
invoice,EUR,574,2016-10-17 01:45:56
order,GBP,381,2016-07-29 04:32:10
invoice,EUR,488,2016-12-06 10:37:45
invoice,EUR,894,2016-07-15 11:27:49
order,USD,616,2016-12-21 02:43:13
invoice,GBP,604,2016-02-05 00:06:22
order,GBP,795,2016-06-26 03:50:57
order,GBP,606,2016-09-11 21:09:49
return,EUR,183,2016-02-11 15:33:41
order,USD,491,2016-03-07 17:16:55
order,GBP,723,2016-11-24 06:50:03
order,EUR,696,2016-12-03 06:34:28
invoice,GBP,292,2016-11-30 11:15:53
return,USD,878,2016-09-13 00:39:31
invoice,USD,758,2016-10-04 00:22:39
return,EUR,173,2016-06-17 11:30:55
invoice,EUR,503,2016-07-04 02:52:37
return,USD,374,2016-08-06 03:24:52
invoice,USD,921,2016-08-14 18:42:39
order,EUR,840,2016-02-21 16:15:51
order,GBP,758,2016-09-16 00:39:45
invoice,USD,177,2016-07-25 16:38:34
invoice,USD,583,2016-04-22 08:58:07
return,GBP,437,2016-12-15 14:39:14
invoice,EUR,913,2016-02-04 18:04:27
return,GBP,436,2016-05-31 23:49:29
return,GBP,712,2016-09-14 09:03:34
return,GBP,749,2016-06-28 02:11:00
order,EUR,171,2016-12-18 15:04:34
order,EUR,545,2016-08-06 20:49:24
invoice,EUR,603,2016-09-01 07:03:06
invoice,USD,161,2016-09-24 06:15:09
invoice,USD,989,2016-02-06 07:22:03
order,GBP,999,2016-05-12 11:04:25
invoice,GBP,312,2016-11-02 20:54:59
return,EUR,313,2016-02-25 23:53:36
return,GBP,966,2016-03-20 22:50:59
return,USD,267,2016-06-19 22:08:30
invoice,EUR,124,2016-04-04 06:11:45
invoice,USD,884,2016-05-03 08:14:20
order,EUR,610,2016-03-11 12:59:54
invoice,USD,763,2016-03-10 01:02:11
return,USD,409,2016-01-05 12:08:19
return,USD,588,2016-02-13 12:57:28
order,USD,49,2016-03-18 01:09:06
order,GBP,673,2016-02-12 01:47:25
invoice,GBP,742,2016-08-01 03:23:49
return,GBP,340,2016-12-23 05:26:00
return,EUR,27,2016-05-19 10:51:29
order,GBP,475,2016-01-03 08:13:10
invoice,GBP,691,2016-05-27 15:12:07
invoice,USD,405,2016-07-31 04:49:04
invoice,GBP,747,2016-07-15 07:29:15
return,EUR,365,2016-01-11 10:21:02
invoice,USD,820,2016-08-12 16:19:31
order,GBP,698,2016-07-16 11:38:48
return,GBP,503,2016-03-19 08:45:54
invoice,GBP,375,2016-10-07 00:29:35
order,EUR,729,2016-04-21 19:41:39
order,EUR,956,2016-11-13 18:12:19
return,USD,813,2016-04-12 14:33:04
invoice,EUR,55,2016-11-03 08:06:55
return,EUR,770,2016-01-25 11:58:38
return,GBP,858,2016-12-13 14:30:09
order,EUR,133,2016-12-24 21:00:49
return,GBP,117,2016-03-26 01:27:30
order,USD,557,2016-10-25 01:01:02
invoice,GBP,850,2016-02-27 08:39:25
order,USD,234,2016-04-11 05:46:45
invoice,USD,867,2016-02-09 12:31:48
invoice,GBP,32,2016-02-28 07:42:13
invoice,EUR,963,2016-08-05 11:51:19
order,GBP,661,2016-05-29 15:14:45
invoice,GBP,998,2016-10-27 10:59:51
invoice,EUR,138,2016-10-07 12:51:42
invoice,USD,372,2016-12-26 23:39:11
invoice,GBP,726,2016-09-15 19:24:35
order,USD,276,2016-06-29 20:31:06
invoice,GBP,700,2016-10-31 21:00:52
invoice,USD,189,2016-07-17 05:15:26
invoice,GBP,861,2016-03-06 00:52:22
invoice,GBP,756,2016-10-13 15:14:11
invoice,EUR,703,2016-11-24 19:29:55
invoice,GBP,358,2016-12-05 06:36:02
return,EUR,441,2016-07-28 15:29:47
order,GBP,109,2016-06-18 22:14:25
order,USD,920,2016-01-25 02:24:41
order,GBP,525,2016-08-07 23:18:35
invoice,USD,724,2016-02-27 19:52:06
order,USD,759,2016-07-13 03:00:12
invoice,GBP,770,2016-09-16 18:19:19
return,USD,68,2016-08-18 18:08:35
order,USD,709,2016-12-31 21:40:31
return,EUR,989,2016-12-29 09:19:55
invoice,USD,818,2016-10-16 10:58:03
order,EUR,549,2016-01-09 11:44:53
invoice,GBP,655,2016-03-17 07:52:52
order,USD,184,2016-12-30 21:00:21
invoice,USD,128,2016-05-07 04:55:14
order,GBP,870,2016-11-24 00:04:53
order,USD,84,2016-11-18 10:33:26
invoice,USD,645,2016-12-23 07:24:46
invoice,USD,843,2016-05-02 07:47:22
invoice,USD,28,2016-06-05 21:31:33
return,GBP,264,2016-10-13 13:30:40
return,GBP,690,2016-05-06 14:58:56
invoice,GBP,578,2016-11-21 12:52:40
order,GBP,706,2016-03-04 00:51:12
invoice,USD,610,2016-05-06 15:40:19
order,USD,303,2016-11-28 13:43:38
return,USD,423,2016-08-07 05:37:58
order,USD,193,2016-09-10 02:03:53
return,USD,485,2016-04-25 00:36:13
order,GBP,408,2016-09-07 05:47:43
invoice,GBP,499,2016-11-20 19:46:32
return,USD,230,2016-09-12 14:50:22
return,EUR,744,2016-07-13 10:57:38
return,GBP,932,2016-08-03 09:49:42
order,EUR,426,2016-08-21 18:53:13
order,USD,487,2016-10-06 04:14:14
order,EUR,508,2016-09-18 10:45:25
invoice,GBP,923,2016-07-13 22:33:22
invoice,EUR,969,2016-05-05 07:26:54
invoice,USD,425,2016-11-05 05:04:29
invoice,USD,965,2016-05-23 11:23:51
invoice,GBP,840,2016-10-16 22:23:56
order,GBP,138,2016-09-08 03:19:55
order,GBP,133,2016-05-01 21:47:47
invoice,GBP,384,2016-12-11 05:34:05
return,GBP,504,2016-04-10 14:17:28
return,GBP,436,2016-05-23 16:31:31
invoice,GBP,448,2016-02-05 16:39:12
invoice,USD,145,2016-03-04 15:00:45
invoice,EUR,179,2016-02-19 23:59:11
invoice,GBP,668,2016-05-18 12:26:29
return,GBP,221,2016-05-01 01:38:47
invoice,USD,108,2016-05-31 00:33:34
order,USD,13,2016-12-20 07:52:39
order,USD,250,2016-05-28 18:45:53
order,GBP,978,2016-10-17 17:59:20
return,EUR,746,2016-08-05 06:55:41
invoice,USD,45,2016-06-06 00:57:11
return,GBP,740,2016-12-10 07:27:41
order,USD,501,2016-10-13 17:12:04
order,EUR,180,2016-07-04 23:43:34
order,EUR,448,2016-01-16 03:32:32
order,GBP,663,2016-01-13 19:47:17
return,GBP,741,2016-08-22 07:09:25
return,USD,897,2016-01-22 20:57:56
order,EUR,971,2016-03-21 16:20:47
invoice,EUR,626,2016-09-23 18:32:26
return,EUR,471,2016-04-03 03:31:23
invoice,EUR,419,2016-10-29 01:22:15
order,USD,198,2016-12-24 09:24:25
return,GBP,747,2016-08-13 03:07:03
invoice,GBP,572,2016-10-07 12:33:43
invoice,GBP,501,2016-02-21 08:55:24
return,USD,391,2016-03-26 06:07:29
invoice,GBP,556,2016-02-07 17:07:24
order,EUR,822,2016-12-07 14:40:39
order,GBP,669,2016-10-01 17:11:02
order,USD,296,2016-04-10 13:41:59
invoice,USD,505,2016-04-12 17:24:37
return,GBP,809,2016-06-04 00:27:20
return,EUR,107,2016-10-16 17:01:41
return,GBP,80,2016-08-07 23:20:21
invoice,GBP,382,2016-06-24 12:11:55
order,GBP,142,2016-08-15 00:39:09
order,EUR,641,2016-07-26 15:05:58
invoice,EUR,419,2016-12-13 20:46:15
order,GBP,950,2016-11-08 07:27:42
return,USD,860,2016-03-03 12:53:24
order,GBP,321,2016-06-12 03:11:54
return,USD,237,2016-09-10 23:37:04
invoice,USD,957,2016-02-29 21:37:48
invoice,USD,394,2016-02-18 08:59:10
order,GBP,107,2016-07-04 10:38:40
invoice,GBP,131,2016-11-23 17:42:53
order,GBP,116,2016-03-01 14:55:40
return,EUR,317,2016-07-30 12:42:08
return,GBP,845,2016-09-21 06:59:21
return,USD,360,2016-04-28 10:00:33
return,USD,922,2016-09-16 21:26:06
order,USD,321,2016-03-27 18:43:23
invoice,USD,151,2016-12-26 04:44:13
invoice,EUR,670,2016-04-14 14:28:33
return,GBP,63,2016-12-22 08:50:00
invoice,EUR,881,2016-12-23 11:33:21
return,USD,545,2016-11-26 05:16:34
invoice,EUR,846,2016-04-15 02:12:03
return,USD,385,2016-01-10 02:58:41
invoice,EUR,703,2016-02-28 00:27:20
order,GBP,996,2016-06-19 02:53:33
return,GBP,842,2016-09-20 10:04:37
order,USD,482,2016-10-18 18:20:05
return,EUR,361,2016-10-18 16:51:43
invoice,GBP,628,2016-12-06 10:05:08
invoice,EUR,241,2016-08-12 18:42:15
order,EUR,554,2016-05-12 22:48:27
return,USD,312,2016-10-28 10:19:25
invoice,USD,126,2016-10-10 13:38:09
return,EUR,64,2016-04-20 14:08:34
order,USD,453,2016-02-08 13:16:28
return,GBP,522,2016-07-25 08:38:38
return,EUR,516,2016-02-17 15:40:16
return,EUR,809,2016-05-09 05:00:03
return,USD,885,2016-07-22 13:45:04
order,EUR,417,2016-03-14 11:04:55
invoice,GBP,14,2016-03-24 10:00:00
return,USD,961,2016-10-18 17:22:13
return,USD,338,2016-07-19 11:46:56
return,USD,657,2016-01-12 04:23:15
return,USD,660,2016-10-25 14:32:25
return,USD,308,2016-10-13 03:16:55
return,USD,731,2016-02-12 12:10:11
return,GBP,525,2016-12-14 00:31:49
return,GBP,664,2016-08-27 20:30:24
order,EUR,39,2016-01-02 05:54:06
return,EUR,174,2016-09-06 07:39:12
return,USD,504,2016-02-12 20:21:06
invoice,EUR,299,2016-04-14 02:07:50
order,GBP,399,2016-03-15 09:07:37
return,EUR,581,2016-05-01 02:00:29
invoice,USD,422,2016-04-15 12:12:59
return,EUR,639,2016-09-20 05:04:05
invoice,EUR,625,2016-08-05 04:36:34
order,USD,493,2016-10-22 21:07:07
order,GBP,940,2016-03-07 17:47:46
invoice,USD,269,2016-02-13 09:21:56
order,EUR,521,2016-11-16 05:09:06
order,GBP,405,2016-01-02 13:21:51
order,EUR,758,2016-02-22 13:19:04
invoice,EUR,660,2016-10-04 20:00:40
return,GBP,646,2016-09-05 05:26:21
invoice,GBP,686,2016-04-07 14:10:31
invoice,GBP,907,2016-12-15 14:52:54
order,USD,469,2016-08-03 03:40:13
invoice,GBP,304,2016-01-28 14:12:47
invoice,USD,385,2016-12-30 23:57:39
order,USD,978,2016-04-10 05:59:02
invoice,GBP,209,2016-08-14 00:28:29
return,GBP,195,2016-10-03 06:25:24
invoice,USD,976,2016-07-24 02:14:03
invoice,EUR,181,2016-05-12 09:58:04
order,USD,829,2016-07-03 10:05:02
return,EUR,302,2016-12-10 01:51:18
order,USD,862,2016-08-03 16:34:55
return,EUR,277,2016-05-24 14:48:26
order,GBP,57,2016-08-12 14:10:42
order,EUR,550,2016-11-19 19:43:31
invoice,GBP,999,2016-07-01 03:21:48
invoice,EUR,476,2016-01-18 11:11:55
order,GBP,113,2016-05-09 11:18:43
invoice,EUR,867,2016-06-17 22:06:47
order,EUR,354,2016-03-22 10:07:28
return,GBP,963,2016-04-21 15:55:17
invoice,GBP,941,2016-09-22 00:54:15
return,USD,886,2016-08-15 20:42:07
return,USD,906,2016-06-08 05:03:11
invoice,EUR,653,2016-06-09 09:44:11
invoice,USD,381,2016-09-01 08:00:35
return,GBP,235,2016-08-07 13:58:40
invoice,GBP,764,2016-11-21 03:16:04
invoice,USD,151,2016-06-20 08:03:06
order,GBP,437,2016-08-18 16:24:10
order,GBP,577,2016-05-18 11:20:24
order,GBP,509,2016-02-22 05:25:13
order,EUR,629,2016-10-12 14:37:39
invoice,GBP,225,2016-03-30 04:58:42
order,USD,252,2016-01-30 22:15:58
order,USD,750,2016-01-30 11:06:26
order,USD,650,2016-04-14 03:18:22
invoice,EUR,866,2016-04-06 11:05:23
order,GBP,854,2016-10-28 21:52:43
invoice,GBP,792,2016-09-06 19:02:53
order,GBP,530,2016-10-17 06:53:02
return,GBP,400,2016-05-14 15:35:28
order,EUR,609,2016-02-16 04:08:28
return,USD,45,2016-09-08 03:41:17
invoice,GBP,550,2016-02-09 08:34:20
order,USD,191,2016-10-25 09:24:57
invoice,EUR,785,2016-05-03 21:23:11
invoice,USD,955,2016-02-07 09:17:36
invoice,USD,704,2016-01-22 20:07:04
order,EUR,486,2016-05-14 02:45:29
order,GBP,375,2016-07-27 02:08:31
invoice,USD,308,2016-01-23 08:07:36
return,GBP,752,2016-11-08 09:04:01
invoice,EUR,752,2016-03-02 06:39:49
order,GBP,294,2016-03-10 16:45:14
order,GBP,515,2016-01-27 17:38:55
invoice,USD,326,2016-11-15 21:22:08
order,USD,172,2016-08-11 09:39:54
order,USD,114,2016-04-21 08:24:31
order,EUR,638,2016-09-20 14:04:19
return,EUR,120,2016-12-14 09:46:29
order,EUR,600,2016-12-28 10:54:43
invoice,EUR,944,2016-08-26 21:53:07
invoice,GBP,136,2016-10-24 23:10:34
order,EUR,257,2016-08-04 23:11:05
return,GBP,493,2016-10-17 15:46:33
return,EUR,893,2016-10-25 05:31:30
order,EUR,211,2016-01-03 12:49:36
invoice,EUR,664,2016-06-16 20:46:38
order,USD,295,2016-12-06 20:15:41
order,GBP,735,2016-03-27 11:01:18
return,GBP,327,2016-06-27 16:42:10
order,USD,532,2016-12-25 21:45:57
invoice,GBP,128,2016-04-08 15:13:38
invoice,USD,778,2016-03-07 19:34:54
return,GBP,142,2016-05-04 18:04:41
order,EUR,1000,2016-07-30 00:37:53
invoice,EUR,917,2016-10-18 19:22:34
return,EUR,33,2016-04-30 00:18:49
invoice,EUR,349,2016-02-08 08:01:53
return,EUR,189,2016-10-09 10:21:57
order,EUR,68,2016-11-18 06:25:30
order,EUR,591,2016-10-17 07:05:30
order,GBP,980,2016-08-24 17:17:10
invoice,GBP,734,2016-06-16 19:02:23
order,USD,922,2016-07-16 06:17:17
invoice,EUR,655,2016-12-20 01:06:56
return,GBP,112,2016-01-20 23:27:09
invoice,USD,960,2016-08-19 14:21:50
invoice,EUR,458,2016-05-15 17:20:54
order,USD,666,2016-04-04 13:23:44
return,GBP,228,2016-10-24 07:41:36
return,USD,27,2016-03-19 07:03:55
order,GBP,32,2016-04-29 23:03:15
invoice,GBP,695,2016-12-02 07:06:28
return,GBP,267,2016-12-08 22:22:24
return,GBP,140,2016-04-07 09:59:04
order,EUR,102,2016-08-20 12:47:40
order,GBP,16,2016-01-08 07:25:24
return,USD,672,2016-12-29 16:57:42
order,USD,443,2016-08-12 10:45:51
return,EUR,231,2016-05-16 16:54:52
order,EUR,2,2016-11-23 00:19:22
invoice,EUR,290,2016-07-09 21:10:12
order,EUR,126,2016-06-16 19:59:03
return,GBP,417,2016-02-01 19:53:21
invoice,USD,68,2016-08-26 19:04:53
order,EUR,699,2016-02-25 18:07:51
order,GBP,162,2016-06-19 15:41:57
order,EUR,140,2016-08-04 09:44:44
invoice,EUR,751,2016-08-31 14:03:15
invoice,USD,189,2016-06-14 09:26:37
return,EUR,815,2016-12-22 18:33:42
order,USD,952,2016-03-11 10:56:14
invoice,EUR,807,2016-02-10 10:12:45
order,EUR,981,2016-02-14 08:19:51
order,USD,713,2016-08-05 11:44:59
invoice,USD,767,2016-07-20 15:19:30
invoice,EUR,639,2016-03-12 21:09:24
invoice,GBP,396,2016-09-13 21:13:36
return,GBP,957,2016-02-21 03:00:34
return,USD,856,2016-11-19 15:43:15
invoice,USD,33,2016-01-27 10:08:58
order,USD,214,2016-12-05 17:40:38
return,EUR,663,2016-07-10 22:57:50
invoice,EUR,760,2016-08-02 18:53:29
return,USD,767,2016-10-14 03:01:02
invoice,GBP,841,2016-01-23 05:42:53
return,EUR,731,2016-09-10 02:40:44
return,USD,274,2016-12-09 16:12:11
invoice,GBP,735,2016-02-17 09:09:36
return,USD,891,2016-08-20 04:36:57
order,USD,642,2016-07-08 07:43:49
order,USD,378,2016-11-13 04:40:56
return,GBP,516,2016-10-26 15:25:05
order,USD,768,2016-01-16 11:47:18
return,EUR,741,2016-05-25 20:26:26
invoice,GBP,993,2016-11-03 09:35:09
invoice,EUR,67,2016-03-12 10:49:34
invoice,EUR,350,2016-09-01 02:43:53
order,EUR,649,2016-01-23 16:25:20
order,GBP,694,2016-06-01 09:25:32
order,GBP,508,2016-10-02 23:59:00
return,GBP,683,2016-06-24 21:17:10
invoice,GBP,840,2016-05-11 03:46:27
order,GBP,773,2016-09-09 06:43:54
order,EUR,602,2016-10-27 07:54:17
invoice,USD,446,2016-07-13 07:16:35
return,GBP,36,2016-01-24 08:44:17
invoice,EUR,708,2016-07-29 18:42:38
invoice,EUR,251,2016-12-08 23:42:31
return,GBP,794,2016-08-20 03:57:23
invoice,GBP,446,2016-04-05 16:36:36
return,USD,582,2016-01-05 05:37:20
return,USD,948,2016-10-20 21:46:51
order,USD,230,2016-03-29 06:49:53
return,GBP,497,2016-08-27 06:32:07
order,EUR,451,2016-11-24 08:38:38
invoice,USD,120,2016-09-23 23:31:38
invoice,USD,631,2016-02-25 20:32:52
order,GBP,993,2016-07-07 20:40:09
invoice,USD,633,2016-01-19 01:08:24
invoice,USD,670,2016-07-05 23:52:07
invoice,EUR,271,2016-09-17 14:48:07
return,GBP,231,2016-09-01 08:10:32
return,EUR,67,2016-06-05 01:36:26
order,EUR,10,2016-11-27 04:18:24
invoice,USD,147,2016-09-15 20:26:19
invoice,GBP,663,2016-08-21 17:35:24
invoice,GBP,439,2016-02-27 19:30:45
invoice,EUR,528,2016-05-27 22:40:41
invoice,GBP,448,2016-09-12 21:08:18
order,EUR,195,2016-07-12 10:38:30
return,GBP,891,2016-09-30 14:25:34
invoice,GBP,454,2016-01-18 22:38:43
return,USD,377,2016-11-13 11:50:49
order,EUR,165,2016-12-20 10:24:08
return,EUR,314,2016-09-02 02:33:10
invoice,USD,708,2016-03-22 09:40:48
return,USD,338,2016-01-26 10:50:29
order,USD,213,2016-12-30 01:59:02
invoice,EUR,892,2016-10-24 11:33:33
order,EUR,233,2016-10-26 06:23:58
order,USD,747,2016-02-04 17:36:39
invoice,GBP,794,2016-04-01 19:43:49
return,USD,630,2016-01-01 23:50:37
return,EUR,534,2016-11-21 22:57:32
return,USD,855,2016-03-07 16:01:43
order,GBP,850,2016-02-02 13:16:59
order,EUR,955,2016-09-01 04:09:28
order,USD,703,2016-02-02 21:46:04
return,EUR,498,2016-02-05 04:45:07
return,USD,781,2016-05-18 20:03:10
invoice,GBP,433,2016-09-25 19:29:32
return,GBP,790,2016-08-27 22:13:50
order,EUR,644,2016-07-07 02:50:38
return,USD,594,2016-03-14 19:59:05
order,GBP,276,2016-01-30 05:31:31
invoice,USD,908,2016-04-13 21:12:47
order,EUR,263,2016-07-18 13:49:41
invoice,GBP,191,2016-08-07 10:25:36
invoice,GBP,439,2016-06-22 05:44:57
invoice,GBP,712,2016-06-22 19:21:16
order,GBP,963,2016-11-09 23:08:17
invoice,USD,145,2016-05-14 09:42:01
invoice,GBP,534,2016-01-25 06:27:57
invoice,GBP,911,2016-05-09 12:34:18
return,EUR,211,2016-07-01 16:43:55
order,USD,367,2016-05-12 08:19:48
return,GBP,775,2016-06-18 01:28:11
invoice,EUR,110,2016-07-02 20:48:43
order,GBP,348,2016-07-22 15:33:21
invoice,GBP,61,2016-02-26 12:20:07
order,USD,813,2016-03-02 10:46:43
order,GBP,759,2016-07-17 20:47:41
invoice,USD,59,2016-04-22 12:20:53
invoice,EUR,122,2016-09-15 06:42:42
order,EUR,265,2016-01-27 08:32:14
order,USD,698,2016-01-28 05:12:26
invoice,GBP,774,2016-05-17 06:36:14
order,EUR,235,2016-10-26 13:24:15
return,EUR,188,2016-06-12 09:31:00
invoice,GBP,253,2016-06-15 15:27:15
order,GBP,937,2016-01-13 07:26:58
invoice,GBP,391,2016-11-18 12:34:08
return,GBP,342,2016-10-01 18:16:38
return,GBP,205,2016-12-23 14:36:13
order,USD,76,2016-11-14 20:14:07
order,USD,604,2016-02-05 11:55:21
invoice,USD,751,2016-05-03 08:02:07
order,EUR,11,2016-10-30 18:17:24
order,EUR,787,2016-03-11 16:05:17
order,GBP,796,2016-10-19 22:18:14
invoice,EUR,182,2016-08-17 15:42:57
return,EUR,686,2016-06-08 17:53:45
return,USD,545,2016-06-18 20:59:56
order,GBP,231,2016-05-06 10:40:22
invoice,GBP,297,2016-09-28 02:10:03
invoice,GBP,791,2016-03-22 23:29:16
return,GBP,290,2016-12-15 22:35:07
invoice,EUR,98,2016-04-21 11:21:34
invoice,GBP,403,2016-01-26 00:38:44
order,USD,28,2016-08-16 02:57:42
return,EUR,195,2016-11-06 05:10:47
return,GBP,974,2016-12-03 06:51:24
return,EUR,957,2016-02-21 09:18:03
invoice,GBP,833,2016-07-23 05:16:24
invoice,EUR,271,2016-04-21 16:41:06
return,EUR,757,2016-04-25 01:01:57
order,EUR,125,2016-02-22 01:02:25
order,USD,436,2016-11-07 22:35:04
invoice,USD,285,2016-04-22 11:00:44
return,USD,492,2016-08-23 13:26:34
return,GBP,606,2016-05-03 06:18:06
invoice,GBP,474,2016-12-03 23:08:09
order,EUR,555,2016-12-04 02:08:25
return,EUR,482,2016-01-02 20:24:29
return,EUR,529,2016-04-24 16:47:56
return,USD,240,2016-12-03 23:26:40
order,USD,478,2016-01-08 20:29:52
invoice,GBP,752,2016-04-03 23:41:14
order,EUR,541,2016-11-30 01:22:09
invoice,USD,543,2016-11-23 12:58:35
order,EUR,522,2016-03-18 17:41:19
return,EUR,829,2016-11-17 11:33:04
order,GBP,641,2016-03-22 15:12:57
return,GBP,159,2016-06-28 09:03:14
invoice,GBP,151,2016-07-16 14:07:53
return,EUR,719,2016-08-08 23:56:12
invoice,GBP,252,2016-11-17 11:11:54
order,EUR,380,2016-10-14 15:32:57
invoice,GBP,999,2016-08-08 11:43:27
return,EUR,996,2016-02-17 11:34:27
return,GBP,157,2016-02-20 15:53:18
order,GBP,908,2016-06-16 20:34:19
order,EUR,328,2016-02-15 08:59:15
order,GBP,487,2016-03-05 11:40:47
invoice,GBP,824,2016-12-01 03:46:34
invoice,GBP,476,2016-12-05 02:34:12
return,USD,409,2016-03-18 18:52:55
invoice,GBP,639,2016-08-30 19:42:53
order,USD,886,2016-07-01 23:17:57
invoice,USD,481,2016-03-21 12:00:48
invoice,USD,870,2016-04-04 19:27:22
invoice,EUR,812,2016-04-04 06:44:26
order,GBP,192,2016-11-06 13:38:34
return,GBP,324,2016-07-02 13:49:22
order,EUR,434,2016-09-06 05:12:57
order,USD,751,2016-01-07 18:28:50
order,EUR,79,2016-05-03 20:16:02
invoice,GBP,571,2016-10-04 07:07:49
invoice,USD,399,2016-01-20 14:50:59
invoice,EUR,803,2016-09-21 16:02:03
return,EUR,697,2016-10-27 06:04:51
invoice,USD,692,2016-11-11 05:22:15
invoice,GBP,812,2016-02-28 17:53:44
invoice,GBP,792,2016-10-25 09:22:18
invoice,GBP,884,2016-12-11 13:03:08
return,GBP,362,2016-03-11 13:06:32
order,USD,167,2016-09-23 12:47:34
order,EUR,868,2016-06-11 06:55:30
order,GBP,837,2016-09-23 06:18:56
order,GBP,772,2016-01-26 18:56:55
return,USD,703,2016-06-21 17:54:34
invoice,GBP,72,2016-06-07 16:45:32
invoice,GBP,682,2016-10-31 13:00:23
return,GBP,658,2016-02-23 03:39:43
invoice,USD,550,2016-03-16 07:25:29
return,USD,608,2016-03-02 22:11:49
return,GBP,800,2016-02-27 19:16:09
